Category,Film,Nominee,Winner,Year,Rating_IMDB,Release_date,Rating_rtaudience,Rating_rtcritic,Oscarstat_totalnoms,Release_Q1,Release_Q2,Release_Q3,Release_Q4,Nom_BAFTA,Win_BAFTA,Nom_GoldenGlobe_comedy-leadacting,Win_GoldenGlobe_comedy-leadacting,Nom_GoldenGlobe_drama-leadacting,Win_GoldenGlobe_drama-leadacting,Nom_GoldenGlobe_supportingacting,Win_GoldenGlobe_supportingacting,Oscarstat_previousnominations_acting,Oscarstat_previouswins_acting,Oscarstat_previousnominee_acting,Oscarstat_previouswinner_acting,Nom_Oscar_bestfilm,Birthyear,Age,Age_[0-25],Age_[25-35],Age_[35-45],Age_[45-55],Age_[55-65],Age_[65-75] ,Age_[75+] ,Genre_action,Genre_adventure,Genre_biography,Genre_crime,Genre_comedy,Genre_drama,Genre_horror,Genre_fantasy,Genre_sci-fi,Genre_mystery,Genre_music,Genre_romance,Genre_history,Genre_thriller,Genre_war,Genre_sport,Genre_family,Genre_filmnoir,Genre_western,MPAA_rating,MPAA_G,MPAA_PG,MPAA_PG-13,MPAA_R,MPAA_NC-17,Nowin_Criticschoice,Win_Criticschoice,Nonom_Criticschoice,Nom_Criticschoice,Nowin_SAG_acting,Win_SAG_acting,Nonom_SAG_acting,Nom_SAG_acting,Nowin_SAG_bestcast,Win_SAG_bestcast,Nonom_SAG_bestcast,Nom_SAG_bestcast,Female
Supporting Actress,Dangerous Liaisons,Michelle Pfeiffer,0,1989,7.7,1989-02-24,83,93,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1958,31,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,Working Girl,Joan Cusack,0,1989,6.7,1988-12-21,67,84,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1962,27,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,Working Girl,Sigourney Weaver,0,1989,6.7,1988-12-21,67,84,5,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1949,40,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,The Accidental Tourist,Geena Davis,1,1989,6.8,1989-01-06,60,79,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1956,33,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actor,My Left Foot,Daniel Day-Lewis,1,1990,7.9,1990-03-30,92,97,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1957,33,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Henry V,Kenneth Branagh,0,1990,7.7,1989-11-08,89,100,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1960,30,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Born on the Fourth of July,Tom Cruise,0,1990,7.2,1990-01-05,76,90,8,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1962,28,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Driving Miss Daisy,Morgan Freeman,0,1990,7.4,1990-01-26,81,82,9,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1937,53,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Dead Poets Society,Robin Williams,0,1990,8,1989-06-09,92,85,4,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1951,39,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actress,Driving Miss Daisy,Jessica Tandy,1,1990,7.4,1990-01-26,81,82,9,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1909,81,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,Camille Claudel,Isabelle Adjani,0,1990,7.3,1989-12-21,88,100,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1955,35,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,Shirley Valentine,Pauline Collins,0,1990,7.2,1989-08-30,86,67,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1940,50,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,Music Box,Jessica Lange,0,1990,7.3,1990-01-19,77,75,1,1,0,0,0,0,0,0,0,1,0,0,0,4,1,1,1,0,1949,41,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,The Fabulous Baker Boys,Michelle Pfeiffer,0,1990,6.8,1989-10-13,69,96,4,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1958,32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actor,Driving Miss Daisy,Dan Aykroyd,0,1990,7.4,1990-01-26,81,82,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1952,38,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Glory,Denzel Washington,1,1990,7.9,1990-02-16,93,93,5,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1954,36,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Do the Right Thing,Danny Aiello,0,1990,7.9,1989-07-21,90,93,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1933,57,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,A Dry White Season,Marlon Brando,0,1990,7,1989-09-20,75,81,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1924,66,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Crimes and Misdemeanors,Martin Landau,0,1990,8,1989-11-03,91,93,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1928,62,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actress,My Left Foot,Brenda Fricker,1,1990,7.9,1990-03-30,92,97,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1945,45,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,Steel Magnolias,Julia Roberts,0,1990,7.2,1989-11-22,89,69,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1967,23,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,Parenthood,Dianne Wiest,0,1990,7,1989-08-02,75,92,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1948,42,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actor,Reversal of Fortune,Jeremy Irons,1,1991,7.3,1990-11-09,77,94,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1948,43,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Dances with Wolves,Kevin Costner,0,1991,8,1990-11-21,87,82,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1955,36,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Awakenings,Robert De Niro,0,1991,7.8,1991-01-11,89,88,3,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,1,1943,48,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Cyrano de Bergerac,Grard Depardieu,0,1991,7.6,1990-12-01,91,100,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,The Field,Richard Harris,0,1991,7.4,1991-03,81,43,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1930,61,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actress,Misery,Kathy Bates,1,1991,7.8,1990-11-30,89,89,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1948,43,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,The Grifters,Anjelica Huston,0,1991,7,1991-01-25,70,90,4,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1951,40,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,Pretty Woman,Julia Roberts,0,1991,6.9,1990-03-23,68,61,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1967,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,Postcards from the Edge,Meryl Streep,0,1991,6.7,1990-09-14,66,90,1,0,0,1,0,0,0,1,0,0,0,0,0,8,2,1,1,0,1949,42,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,Mr. and Mrs. Bridge,Joanne Woodward,0,1991,6.7,1991-01-18,42,80,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1930,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actor,Dances with Wolves,Graham Greene,0,1991,8,1990-11-21,87,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1904,87,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Goodfellas,Joe Pesci,1,1991,8.7,1990-09-21,97,97,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1943,48,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Longtime Companion,Bruce Davison,0,1991,7.5,1990-05-01,82,100,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1946,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,The Godfather Part III,Andy Garca,0,1991,7.6,1990-12-25,78,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Dick Tracy,Al Pacino,0,1991,6.1,1990-06-15,53,64,6,0,1,0,0,1,0,0,0,0,0,1,0,5,0,1,0,0,1940,51,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actress,Dances with Wolves,Mary McDonnell,0,1991,8,1990-11-21,87,82,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1952,39,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,The Grifters,Annette Bening,0,1991,7,1991-01-25,70,90,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1958,33,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,Goodfellas,Lorraine Bracco,0,1991,8.7,1990-09-21,97,97,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1954,37,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,Ghost,Whoopi Goldberg,1,1991,7,1990-07-13,80,74,5,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1955,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,Wild at Heart,Diane Ladd,0,1991,7.2,1990-08-17,81,65,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1935,56,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actor,The Silence of the Lambs,Anthony Hopkins,1,1992,8.6,1991-02-14,95,95,7,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1937,55,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Bugsy,Warren Beatty,0,1992,6.8,1991-12-20,69,85,10,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,1,1937,55,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Cape Fear,Robert De Niro,0,1992,7.3,1991-11-15,77,76,2,0,0,0,1,0,0,0,0,1,0,0,0,5,2,1,1,0,1943,49,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,The Prince of Tides,Nick Nolte,0,1992,6.7,1991-12-25,70,73,7,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1941,51,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,The Fisher King,Robin Williams,0,1992,7.6,1991-09-27,86,82,5,0,0,1,0,0,0,1,1,0,0,0,0,2,0,1,0,0,1951,41,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actress,The Silence of the Lambs,Jodie Foster,1,1992,8.6,1991-02-14,95,95,7,1,0,0,0,1,1,0,0,1,1,0,0,2,1,1,1,1,1962,30,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,Thelma and Louise,Geena Davis,0,1992,7.4,1991-05-24,82,83,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1956,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,Thelma and Louise,Susan Sarandon,0,1992,7.4,1991-05-24,82,83,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1946,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,Rambling Rose,Laura Dern,0,1992,6.7,1991-09-20,52,100,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1967,25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,For the Boys,Bette Midler,0,1992,6.3,1991-11-27,75,38,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1945,47,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actor,Bugsy,Harvey Keitel,0,1992,6.8,1991-12-20,69,85,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1939,53,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Bugsy,Ben Kingsley,0,1992,6.8,1991-12-20,69,85,10,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1943,49,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,City Slickers,Jack Palance,1,1992,6.7,1991-06-07,64,90,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1919,73,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,JFK,Tommy Lee Jones,0,1992,8,1991-12-20,88,84,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1946,46,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Barton Fink,Michael Lerner,0,1992,7.7,1991-08-21,89,91,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1941,51,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actress,Cape Fear,Juliette Lewis,0,1992,7.3,1991-11-15,77,76,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1973,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,The Prince of Tides,Kate Nelligan,0,1992,6.7,1991-12-25,70,73,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1950,42,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,The Fisher King,Mercedes Ruehl,1,1992,7.6,1991-09-27,86,82,5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1948,44,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,Rambling Rose,Diane Ladd,0,1992,6.7,1991-09-20,52,100,2,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1935,57,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,Fried Green Tomatoes,Jessica Tandy,0,1992,7.7,1992-01-24,91,73,2,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1909,83,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actor,Scent of a Woman,Al Pacino,1,1993,8,1993-01-08,92,88,6,1,0,0,0,0,0,0,0,1,1,0,0,6,0,1,0,1,1940,53,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Chaplin,Robert Downey Jr.,0,1993,7.6,1993-01-08,81,57,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1965,28,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Unforgiven,Clint Eastwood,0,1993,8.3,1992-08-07,93,95,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1930,63,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,The Crying Game,Stephen Rea,0,1993,7.3,1993-02-19,78,97,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1946,47,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Malcolm X,Denzel Washington,0,1993,7.7,1992-11-18,91,91,3,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,1,0,1954,39,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actress,Howards End,Emma Thompson,1,1993,7.5,1993-02-26,82,92,9,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1959,34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,Indochine,Catherine Deneuve,0,1993,7.1,1992-12-23,84,71,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1943,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,Passion Fish,Mary McDonnell,0,1993,7.5,1992-12-11,81,100,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1952,41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,Love Field,Michelle Pfeiffer,0,1993,6.7,1993-02-12,56,36,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1958,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,Lorenzo's Oil,Susan Sarandon,0,1993,7.2,1993-01-29,79,94,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1946,47,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actor,Unforgiven,Gene Hackman,1,1993,8.3,1992-08-07,93,95,9,0,0,1,0,1,1,0,0,0,0,1,1,4,1,1,1,1,1930,63,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,The Crying Game,Jaye Davidson,0,1993,7.3,1993-02-19,78,97,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1968,25,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,A Few Good Men,Jack Nicholson,0,1993,7.6,1992-12-11,89,81,4,0,0,0,1,0,0,0,0,0,0,1,0,9,2,1,1,1,1937,56,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Glengarry Glen Ross,Al Pacino,0,1993,7.8,1992-10-02,88,94,1,0,0,0,1,0,0,0,0,0,0,1,0,6,0,1,0,0,1940,53,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
